Category,Description,Nutrient Data Bank Number,Alpha Carotene,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein and Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat.Monosaturated Fat,Fat.Polysaturated Fat,Fat.Saturated Fat,Fat.Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamins.Vitamin A - RAE,Vitamins.Vitamin B12,Vitamins.Vitamin B6,Vitamins.Vitamin C,Vitamins.Vitamin E,Vitamins.Vitamin K
Milk/Plant milk,"Chocolate milk, made from light syrup with low fat milk",11513803,0,1,0,8.87,4,15.3,0,0,0,0.121,3.13,51,0.127,2,7.92,0.051,86.24,0.184,0.028,0.497,0.95,112,0.035,0,15,97,163,47,0.44,51,0.53,0.054,0,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from light syrup, NS as to type of milk",11513800,0,3,0,8.6,7,15.8,0,0,0,0.119,3.1,51,0.125,1.8,7.86,0.051,85.67,0.373,0.057,1.018,1.86,111,0.035,0,15,97,161,47,0.43,51,0.49,0.054,0.1,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from light syrup with reduced fat milk",11513802,0,3,0,8.63,7,16,0,0,0,0.12,3.1,73,0.125,1.7,7.86,0.053,85.72,0.35,0.051,0.971,1.78,112,0.035,0,15,97,163,47,0.44,73,0.48,0.054,0.2,0.03,0.2
Milk/Plant milk,"Soy milk, chocolate",11321000,0,2,0,9.95,0,23.6,0.4,0,0,0.513,2.26,70,0.262,4.8,7.86,0.022,85.61,0.379,0.836,0.24,1.53,126,0.206,0.48,15,51,143,53,0.34,70,0.7,0.077,1.7,0.11,3
Milk/Plant milk,"Milk, malted",11526000,0,4,0,8.67,8,17.2,0,0,0,0.89,3.2,115,0.131,1.8,7.82,0.113,85.25,0.408,0.062,1.114,1.91,159,0.079,0.71,21,98,150,60,1,115,0.54,0.136,2.4,0.56,0.2
Milk/Plant milk,"Chocolate milk, made from light syrup with whole milk",11513801,0,6,0,8.42,10,15.7,0,0,0,0.114,3.04,27,0.126,1.8,7.79,0.05,84.85,0.602,0.094,1.627,2.92,109,0.035,0,15,95,155,46,0.42,28,0.47,0.054,0,0.04,0.3
Milk/Plant milk,"Almond milk, sweetened, chocolate",11350010,0,0,0,8.34,0,2.9,0.3,0,0,0.071,0.43,83,0.011,0.2,7.72,0,89.52,0.561,0.224,0.098,0.95,171,0.03,0.3,7,11,67,67,0.08,83,0,0,0,2.61,0
Milk/Plant milk,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",11511550,0,2,0,7.68,5,15.2,0,0,0,0.122,3.43,96,0.225,1.9,7.29,0.035,87.09,0.29,0.054,0.616,1.04,122,0.018,0.16,13,98,168,66,0.46,96,0.2,0.05,0,0,0.1
Milk/Plant milk,"Chocolate milk, made from light syrup with non-dairy milk",11513805,0,1,0,8.78,0,11.7,0.2,0,0,0.237,1.48,62,0.09,1.2,7.27,0.014,87.84,0.415,0.476,0.123,1.17,132,0.115,0.3,14,29,105,63,0.2,62,0.37,0.015,0,1.23,1.3
Milk/Plant milk,"Soy milk, light, chocolate",11321100,0,2,0,8.24,0,28.4,0.7,0,0,0.512,2.1,61,0.201,1.7,7.13,0.037,88.38,0.037,0.405,0.032,0.64,123,0.199,0.59,15,87,144,46,0.23,61,1,0.037,0,0.13,3.6
Milk/Plant milk,"Soy milk, nonfat, chocolate",11321200,0,2,0,8.24,0,28.4,0.7,0,0,0.512,2.1,61,0.201,1.7,7.13,0.037,88.38,0.037,0.405,0.032,0.64,123,0.199,0.59,15,87,144,46,0.23,61,1,0.037,0,0.13,3.6
Milk/Plant milk,"Milk, human",11000000,0,7,0,6.89,14,16,0,0,0,0.177,1.03,60,0.036,1.8,6.89,0.014,87.5,1.658,0.497,2.009,4.38,32,0.052,0.03,3,14,51,17,0.17,61,0.05,0.011,5,0.08,0.3
Milk/Plant milk,"Strawberry milk, reduced sugar",11519210,0,1,0,7.08,5,17.1,0,0,0,0.111,3.31,57,0.138,2.1,6.86,0.056,87.91,0.206,0.031,0.557,0.94,124,0.001,0,12,101,156,38,0.42,57,0.6,0.059,0,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from reduced sugar mix with fat free milk",11513370,0,2,0,7.63,3,28.9,0.4,0,0,1.217,3.67,61,0.14,2.9,6.01,0.118,87.2,0.108,0.085,0.047,0.27,166,0.08,0.14,30,124,233,61,1.02,61,0.56,0.134,2.4,0,0
Milk/Plant milk,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",11513394,0,2,0,7.63,3,28.9,0.4,0,0,1.217,3.67,61,0.14,2.9,6.01,0.118,87.2,0.108,0.085,0.047,0.27,166,0.08,0.14,30,124,233,61,1.02,61,0.56,0.134,2.4,0,0
Milk/Plant milk,"Chocolate milk, made from reduced sugar mix with low fat milk",11513365,0,1,0,7.91,5,28.2,0.4,0,0,1.212,3.63,55,0.149,3,5.92,0.119,86.15,0.292,0.11,0.543,1.1,160,0.079,0.14,29,120,226,59,1,55,0.58,0.136,2.4,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",11513393,0,1,0,7.91,5,28.2,0.4,0,0,1.212,3.63,55,0.149,3,5.92,0.119,86.15,0.292,0.11,0.543,1.1,160,0.079,0.14,29,120,226,59,1,55,0.58,0.136,2.4,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",11513350,0,4,0,7.61,8,28.7,0.4,0,0,1.21,3.59,56,0.146,2.8,5.86,0.119,85.52,0.499,0.141,1.114,2.1,159,0.079,0.14,29,120,224,59,1,56,0.54,0.136,2.4,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from reduced sugar mix with reduced fat milk",11513360,0,3,0,7.64,8,28.9,0.4,0,0,1.211,3.6,79,0.146,2.7,5.86,0.121,85.58,0.474,0.134,1.062,2.01,160,0.079,0.14,29,120,226,59,1,79,0.53,0.137,2.5,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",11513390,0,4,0,7.61,8,28.7,0.4,0,0,1.21,3.59,56,0.146,2.8,5.86,0.119,85.52,0.499,0.141,1.114,2.1,159,0.079,0.14,29,120,224,59,1,56,0.54,0.136,2.4,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",11513392,0,3,0,7.64,8,28.9,0.4,0,0,1.211,3.6,79,0.146,2.7,5.86,0.121,85.58,0.474,0.134,1.062,2.01,160,0.079,0.14,29,120,226,59,1,79,0.53,0.137,2.5,0.03,0.2
Milk/Plant milk,"Milk, dry, reconstituted, whole",11121100,0,8,0,5.86,15,18.2,0,0,0,0.099,4.01,39,0.184,2.5,5.86,0.043,85.04,1.209,0.101,2.554,4.08,142,0.021,0.07,14,118,203,60,0.52,39,0.5,0.046,1.3,0.09,0.3
Milk/Plant milk,"Chocolate milk, made from reduced sugar mix with whole milk",11513355,0,7,0,7.42,11,28.5,0.4,0,0,1.205,3.53,30,0.147,2.8,5.78,0.118,84.62,0.75,0.182,1.78,3.26,157,0.079,0.14,29,118,217,58,0.98,31,0.52,0.137,2.4,0.05,0.3
Milk/Plant milk,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",11513391,0,7,0,7.42,11,28.5,0.4,0,0,1.205,3.53,30,0.147,2.8,5.78,0.118,84.62,0.75,0.182,1.78,3.26,157,0.079,0.14,29,118,217,58,0.98,31,0.52,0.137,2.4,0.05,0.3
Milk/Plant milk,"Buttermilk, reduced fat (2%)",11115200,0,3,0,5.3,8,16,0,0,0,0.1,4.1,16,0.21,2.3,5.3,0.05,87.7,0.576,0.071,1.242,2,143,0.008,0.06,13,82,180,105,0.24,16,0.37,0.03,1.5,0.11,0.1
Milk/Plant milk,"Strawberry milk, NFS",11519040,0,3,0,5.35,8,18,0,0,0,0.11,3.33,81,0.139,1.8,5.29,0.058,88.68,0.404,0.059,1.111,1.9,128,0.001,0,12,102,157,40,0.43,81,0.55,0.059,0.2,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from reduced sugar mix with non-dairy milk",11513375,0,1,0,7.81,0,24.2,0.6,0,0,1.34,1.82,68,0.108,2.1,5.2,0.079,87.89,0.545,0.6,0.135,1.34,183,0.166,0.47,28,46,163,77,0.74,68,0.41,0.093,2.4,1.34,1.4
Milk/Plant milk,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",11513395,0,1,0,7.81,0,24.2,0.6,0,0,1.34,1.82,68,0.108,2.1,5.2,0.079,87.89,0.545,0.6,0.135,1.34,183,0.166,0.47,28,46,163,77,0.74,68,0.41,0.093,2.4,1.34,1.4
Milk/Plant milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0,0,0,0.118,3.43,64,0.131,2,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0,12,107,167,41,0.45,64,0.58,0.058,0,0,0
Milk/Plant milk,"Milk, lactose free, fat free (skim)",11114320,0,2,0,4.89,3,18.2,0,0,0,0.118,3.43,64,0.131,2,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0,12,107,167,41,0.45,64,0.58,0.058,0,0,0
Milk/Plant milk,"Milk, calcium fortified, low fat (1%)",11111160,0,1,0,5.19,5,17.4,0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0,12,103,159,39,0.43,58,0.61,0.06,0,0.02,0.1
Milk/Plant milk,"Milk, acidophilus, low fat (1%)",11112120,0,1,0,5.19,5,17.4,0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0,12,103,159,39,0.43,58,0.61,0.06,0,0.02,0.1
Milk/Plant milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0,12,103,159,39,0.43,58,0.61,0.06,0,0.02,0.1
Milk/Plant milk,"Milk, lactose free, low fat (1%)",11114300,0,1,0,5.19,5,17.4,0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0,12,103,159,39,0.43,58,0.61,0.06,0,0.02,0.1
Milk/Plant milk,"Milk, NFS",11100000,0,4,0,4.87,8,17.9,0,0,0,0.11,3.34,58,0.137,1.9,4.89,0.057,89.04,0.426,0.065,1.164,1.99,126,0.001,0,12,103,157,39,0.42,59,0.56,0.06,0.1,0.03,0.2
Milk/Plant milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2
Milk/Plant milk,"Milk, acidophilus, reduced fat (2%)",11112130,0,3,0,4.91,8,18.2,0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2
Milk/Plant milk,"Milk, lactose free, reduced fat (2%)",11114330,0,3,0,4.91,8,18.2,0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2
Milk/Plant milk,"Buttermilk, whole",11115300,0,7,0,4.88,11,14.6,0,0,0,0.09,3.21,46,0.172,3.7,4.88,0.047,87.91,0.827,0.198,1.899,3.31,115,0.025,0.03,10,85,135,105,0.38,47,0.46,0.036,0,0.07,0.3
Milk/Plant milk,"Milk, calcium fortified, fat free (skim)",11111170,0,0,0,4.85,2,16,0,0,0,0.088,3.4,137,0.14,2.1,4.85,0.036,90.8,0.047,0.007,0.117,0.18,204,0.011,0.04,11,101,166,52,0.4,137,0.38,0.04,1,0.01,0
Milk/Plant milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0,12,101,150,38,0.41,32,0.54,0.061,0,0.05,0.3
Milk/Plant milk,"Milk, calcium fortified, whole",11111150,0,7,0,4.67,12,17.8,0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0,12,101,150,38,0.41,32,0.54,0.061,0,0.05,0.3
Milk/Plant milk,"Milk, lactose free, whole",11114350,0,7,0,4.67,12,17.8,0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0,12,101,150,38,0.41,32,0.54,0.061,0,0.05,0.3
Milk/Plant milk,"Buttermilk, fat free (skim)",11115000,0,1,0,4.79,4,17.7,0,0,0,0.058,3.31,13,0.154,2,4.79,0.034,90.13,0.254,0.033,0.66,1.07,116,0.011,0.05,11,89,151,148,0.42,14,0.22,0.034,1,0.05,0.1
Milk/Plant milk,"Buttermilk, low fat (1%)",11115100,0,1,0,4.79,4,17.7,0,0,0,0.058,3.31,13,0.154,2,4.79,0.034,90.13,0.254,0.033,0.66,1.07,116,0.011,0.05,11,89,151,148,0.42,14,0.22,0.034,1,0.05,0.1
Milk/Plant milk,"Almond milk, sweetened",11350000,0,0,0,5.24,0,3,0.2,0,0,0.067,0.38,86,0.01,0.1,4.77,0,92.68,0.566,0.23,0.077,0.93,177,0.019,0.27,6,9,64,69,0.06,86,0,0,0,2.7,0
Milk/Plant milk,"Milk, dry, reconstituted, NS as to fat content",11120000,0,0,0,4.6,2,15,0,0,0,0.084,3.2,58,0.137,2.4,4.6,0.037,91.34,0.018,0.003,0.044,0.07,114,0.013,0.03,11,86,159,51,0.37,58,0.36,0.032,0.6,0,0
Milk/Plant milk,"Milk, dry, reconstituted, fat free (skim)",11121300,0,0,0,4.6,2,15,0,0,0,0.084,3.2,1,0.137,2.4,4.6,0.037,91.34,0.018,0.003,0.044,0.07,114,0.013,0.03,11,86,159,51,0.37,1,0.36,0.032,0.6,0,0
Milk/Plant milk,"Milk, dry, reconstituted, low fat (1%)",11121210,0,2,0,4.55,4,15,0,0,0,0.083,3.17,65,0.136,2.4,4.55,0.036,90.48,0.291,0.038,0.633,1.01,113,0.013,0.03,11,85,157,51,0.37,65,0.35,0.032,0.6,0.03,0.1
Milk/Plant milk,"Milk, low sodium, whole",11111100,0,7,0,4.46,14,16,0,0,0,0.043,3.1,28,0.105,2,4.46,0.02,88.2,0.999,0.128,2.154,3.46,101,0.01,0.05,5,86,253,3,0.38,29,0.36,0.034,0.9,0.08,0.3
Milk/Plant milk,"Chocolate milk, made from sugar free syrup with fat free milk",11513854,0,2,0,6.06,3,16.1,0.4,1,0,0.15,3.36,56,0.123,2,4.45,0.051,89.31,0.069,0.01,0.136,0.32,115,0.073,0.26,20,108,195,79,0.52,56,0.51,0.053,0,0,0
Milk/Plant milk,"Chocolate milk, made from sugar free syrup with low fat milk",11513853,0,1,0,6.32,4,15.4,0.4,1,0,0.145,3.32,51,0.131,2.1,4.37,0.052,88.34,0.237,0.033,0.59,1.08,110,0.072,0.26,20,104,188,77,0.5,51,0.53,0.055,0,0.02,0.1
Milk/Plant milk,"Chocolate milk, made from sugar free syrup, NS as to type of milk",11513850,0,3,0,6.04,7,15.9,0.4,1,0,0.143,3.28,51,0.129,1.9,4.31,0.052,87.77,0.426,0.062,1.112,2,110,0.072,0.26,20,104,186,77,0.5,51,0.49,0.055,0.1,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from sugar free syrup with reduced fat milk",11513852,0,3,0,6.08,7,16.1,0.4,1,0,0.144,3.29,73,0.129,1.8,4.31,0.054,87.82,0.404,0.056,1.064,1.92,110,0.072,0.26,20,104,188,77,0.5,73,0.48,0.056,0.2,0.03,0.2
Milk/Plant milk,"Chocolate milk, made from sugar free syrup with whole milk",11513851,0,6,0,5.87,10,15.8,0.4,1,0,0.138,3.23,27,0.13,1.9,4.24,0.051,86.94,0.655,0.1,1.72,3.05,108,0.072,0.26,20,103,180,76,0.48,28,0.47,0.056,0,0.05,0.3
Milk/Plant milk,"Chocolate milk, made from sugar free syrup with non-dairy milk",11513855,0,1,0,6.22,0,11.8,0.5,1,0,0.262,1.66,62,0.094,1.3,3.72,0.015,89.94,0.468,0.481,0.217,1.31,131,0.151,0.56,18,37,130,94,0.26,62,0.37,0.016,0,1.23,1.4
Milk/Plant milk,Soy milk,11320000,0,2,0,4.92,0,23.6,0.2,0,0,0.425,2.6,55,0.184,2.3,3.65,0.029,90.36,0.382,0.858,0.205,1.47,123,0.165,0.42,15,43,122,47,0.26,55,0.85,0.031,0,0.11,3
Milk/Plant milk,"Soy milk, nonfat",11320200,0,1,0,4.14,0,17.9,0.2,0,0,0.323,2.47,61,0.174,1.8,3.65,0.022,92.67,0,0.036,0,0.04,116,0.125,0.35,10,87,105,57,0.1,61,0.23,0.024,0,0.08,2.3
Milk/Plant milk,"Soy milk, light",11320100,0,1,0,3.51,0,12.3,0.3,0,0,0.222,2.38,61,0.201,2.3,2.61,0.037,92.69,0.202,0.426,0.005,0.77,123,0.086,0.43,15,87,117,48,0.23,61,1,0.016,0,0.06,1.6
Milk/Plant milk,"Almond milk, unsweetened",11350020,0,0,0,1.31,0,3.1,0.2,0,0,0.07,0.4,90,0.01,0.1,0.81,0,96.54,0.59,0.24,0.08,0.96,184,0.02,0.28,6,9,67,72,0.06,90,0,0,0,2.81,0
Milk/Plant milk,"Almond milk, unsweetened, chocolate",11350030,0,0,0,1.48,0,3.1,0.3,0,0,0.076,0.46,90,0.011,0.1,0.81,0,96.26,0.602,0.241,0.104,1,184,0.031,0.32,7,11,71,72,0.08,90,0,0,0,2.8,0
Coffee/Coffee drink,"Coffee, instant, pre-sweetened with sugar, reconstituted",92121010,0,0,0,3.96,0,0.8,0,0,0,0.228,0.1,0,0.001,0.1,3.36,0,95.75,0,0.002,0.002,0.02,4,0.011,0.04,4,2,29,4,0.01,0,0,0,0,0,0
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Ensure)",95103000,0,0,0,16.88,2,32.4,0,0,0,2.11,3.8,158,0.179,7.4,9.7,0.158,76.2,0.844,1.266,0.422,2.53,127,0.211,1.9,42,105,156,84,1.58,158,0.63,0.211,12.7,1.42,8.4
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, NFS",95120000,0,0,0,16.88,2,32.4,0,0,0,2.11,3.8,158,0.179,7.4,9.7,0.158,76.2,0.844,1.266,0.422,2.53,127,0.211,1.9,42,105,156,84,1.58,158,0.63,0.211,12.7,1.42,8.4
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Boost Plus)",95101010,0,144,0,17.29,4,21.1,1.2,0,0,1.537,5.38,72,0.163,6.7,8.46,0.144,71.1,2.551,0.122,0.42,5.38,135,0.192,1.73,38,115,138,77,1.73,84,0.81,0.269,23.1,5.19,12.3
Nutritional drink or shake,"Nutritional drink or shake, high protein, light, ready-to-drink, NFS",95120020,0,144,0,17.29,4,21.1,1.2,0,0,1.537,5.38,72,0.163,6.7,8.46,0.144,71.1,2.551,0.122,0.42,5.38,135,0.192,1.73,38,115,138,77,1.73,84,0.81,0.269,23.1,5.19,12.3
Nutritional drink or shake,"Nutritional drink or shake, liquid, soy-based",95120050,0,144,0,17.29,4,21.1,1.2,0,0,1.537,5.38,72,0.163,6.7,8.46,0.144,71.1,2.551,0.122,0.42,5.38,135,0.192,1.73,38,115,138,77,1.73,84,0.81,0.269,23.1,5.19,12.3
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Boost)",95101000,0,1,0,17.3,4,1.6,1.3,0,0,1.688,4.22,158,0.179,7.4,8.44,0.158,75.82,1.154,0.057,0.422,1.69,127,0.211,1.9,42,127,245,63,1.9,158,0.89,0.295,25.3,5.7,16.9
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Ensure Plus)",95103010,0,0,0,19.88,2,32.4,0,0,0,1.984,5.16,149,0.171,7.1,8.33,0.151,69.84,1.095,2.655,0.574,4.52,79,0.198,1.79,40,79,175,95,1.51,149,0.6,0.198,11.9,1.34,7.9
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Kellogg's Special K Protein)",95105000,0,3,0,9.2,4,7.5,1.7,0,0,2.2,3.2,169,0.19,5.6,5.95,0.16,84.5,0.834,0.521,0.208,1.6,113,0,0.5,39,113,168,73,0.7,169,0.7,0.23,20,4.5,6.4
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Slim Fast)",95110000,0,0,0,7.74,3,14.8,1.6,0,0,2.26,3.32,170,0.19,5.7,5.95,0.17,85.69,0.97,0.32,0.54,1.93,161,0.012,0.87,45,161,193,68,0.72,170,0.68,0.225,19.4,4.58,6.5
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, sugar free (Slim Fast)",95110010,0,0,0,7.74,3,14.8,1.6,0,0,2.26,3.32,170,0.19,5.7,5.95,0.17,85.69,0.97,0.32,0.54,1.93,161,0.012,0.87,45,161,193,68,0.72,170,0.68,0.225,19.4,4.58,6.5
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)",95104000,0,0,0,11.88,2,60.5,2.2,0,0,2.201,4.4,165,0.187,7.7,2.64,0.165,79.74,2.318,0.395,0.232,3.08,110,0.22,1.98,44,110,176,92,1.65,165,0.66,0.22,26.4,1.46,8.8
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink (Muscle Milk)",95106000,0,0,0,2.28,2,0,0.2,0,0,1.416,5.87,88,0.139,0,0.78,0.133,89,1.449,0.362,0.362,2.17,69,0.143,1.3,20,101,198,95,1.05,88,0.69,0.224,27.6,0.83,0
Nutritional drink or shake,"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast)",95110020,0,0,0,0.85,4,0,0.4,0,0,2.39,6.59,171,0.19,4.5,0.6,0.17,88.57,2.1,0.767,0.508,3.38,130,0.014,0.96,44,136,179,72,0.85,171,0.6,0.208,19.4,4.58,6.5
Nutritional drink or shake,"Nutritional drink or shake, high protein, ready-to-drink, NFS",95120010,0,0,0,0.85,4,0,0.4,0,0,2.39,6.59,171,0.19,4.5,0.6,0.17,88.57,2.1,0.767,0.508,3.38,130,0.014,0.96,44,136,179,72,0.85,171,0.6,0.208,19.4,4.58,6.5
Nutritional drink or shake,"Nutritional drink or shake, ready-to-drink, light (Muscle Milk)",95106010,0,0,0,2.1,1,7.8,0.2,0,0,1.337,4.78,100,0.115,3.2,0.38,0.095,91.51,0.809,0.118,0.104,1.15,117,0.143,1.15,28,67,80,27,0.96,100,0.4,0.134,4,0.9,0
Soft drink,"Soft drink, cream soda",92410410,0,0,0,13.3,0,0,0,0,0,0,0,0,0,0,13.3,0,86.7,0,0,0,0,5,0.008,0.05,1,0,1,12,0.07,0,0,0,0,0,0
Soft drink,"Soft drink, fruit flavored, caffeine containing",92410550,0,0,0,12.83,0,0.4,0,0,0,0.015,0,0,0,0,12.9,0,86.89,0,0,0,0,2,0.001,0.11,1,0,2,18,0.04,0,0,0,0,0,0
Soft drink,"Soft drink, chocolate flavored",92410810,0,0,0,10.7,0,0.3,0,0,0,0,0,0,0,0.1,10.7,0,89.2,0,0,0,0,4,0.013,0.1,1,1,50,4,0.16,0,0,0,0,0,0
Soft drink,"Soft drink, root beer",92410710,0,0,0,10.6,0,0.3,0,0,0,0,0,0,0,0.1,10.6,0,89.3,0,0,0,0,5,0.007,0.05,1,0,1,13,0.07,0,0,0,0,0,0
Soft drink,"Soft drink, pepper type, decaffeinated",92410390,0,0,0,10.58,0,0.3,0,0,0,0,0,0,0,0.1,10.58,0,89.62,0,0,0,0,2,0,0.02,0,11,3,4,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, cola, decaffeinated",92410340,0,0,0,10.58,0,0.3,0,0,0,0,0,0,0,0.1,10.58,0,89.62,0,0,0,0,2,0,0.02,0,11,3,4,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, pepper type",92410360,0,0,0,10.36,0,0.3,0,0,0,0,0,0,0,0.1,9.94,0,89.36,0,0,0,0.25,1,0.007,0.02,0,9,5,3,0.09,0,0,0,0,0,0
Soft drink,"Soft drink, NFS",92400000,0,0,0,10.36,0,0.3,0,0,0,0,0,0,0,0.1,9.94,0,89.36,0,0,0,0.25,1,0.007,0.02,0,9,5,3,0.09,0,0,0,0,0,0
Soft drink,"Soft drink, cola, fruit or vanilla flavored",92411510,0,0,0,10.36,0,0.3,0,0,0,0,0,0,0,0.1,9.94,0,89.36,0,0,0,0.25,1,0.007,0.02,0,9,5,3,0.09,0,0,0,0,0,0
Soft drink,"Soft drink, cola, chocolate flavored",92411520,0,0,0,10.36,0,0.3,0,0,0,0,0,0,0,0.1,9.94,0,89.36,0,0,0,0.25,1,0.007,0.02,0,9,5,3,0.09,0,0,0,0,0,0
Soft drink,"Soft drink, cola",92410310,0,0,0,10.36,0,0.3,0,0,0,0,0,0,0,0.1,9.94,0,89.36,0,0,0,0.25,1,0.007,0.02,0,9,5,3,0.09,0,0,0,0,0,0
Soft drink,"Soft drink, fruit flavored, caffeine free",92410510,0,0,0,10.14,0,0.4,0,0,0,0.015,0.05,0,0,0,8.98,0,89.78,0,0,0,0.02,2,0.001,0.11,1,0,1,9,0.04,0,0,0,0,0,0
Soft drink,"Soft drink, ginger ale",92410610,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0.1,8.9,0,91.23,0,0,0,0,3,0.018,0.18,1,0,1,7,0.05,0,0,0,0,0,0
Soft drink,"Carbonated water, sweetened",92410110,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,8.8,0,91.1,0,0,0,0,1,0.006,0.01,0,0,0,12,0.1,0,0,0,0,0,0
Soft drink,"Soft drink, cola, reduced sugar",92410315,0,0,0,5.16,0,0.3,0,0,0,0,0,0,0,0.1,5.16,0,94.78,0,0,0,0,2,0,0.02,0,11,3,4,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, root beer, diet",92410720,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0
Soft drink,"Soft drink, pepper type, diet",92410370,0,0,0,0.29,0,0,0,0,0,0,0.11,0,0.023,0,0,0.005,99.54,0,0,0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, pepper type, decaffeinated, diet",92410400,0,0,0,0.12,0,0,0,0,0,0,0.12,0,0.023,0.1,0,0.005,99.74,0,0,0,0,3,0.002,0.02,0,10,7,4,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, NFS, diet",92400100,0,0,0,0.29,0,0,0,0,0,0,0.11,0,0.023,0,0,0.005,99.54,0,0,0,0.03,3,0.002,0.11,1,9,8,8,0.01,0,0,0,0,0,0
Soft drink,"Soft drink, ginger ale, diet",92410620,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0
Soft drink,"Soft drink, fruit flavored, diet, caffeine free",92410520,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0
